tool net total_wl #pins #vias li1_wl met1_wl met2_wl met3_wl met4_wl met5_wl 
grt: N034 41.4 2 2 0 2 0 2 0 2 27.6 2 13.8 2 0
drt: N034 31.89 2 2 0 2 0 2 6.12 2 25.77 2 0 2 0
grt: N035 27.6 2 0 0 0 0 0 0 0 27.6 0 0 0 0
drt: N035 30.41 2 2 0 2 0 2 4.76 2 25.65 2 0 2 0
grt: N036 131.1 2 4 0 4 0 4 0 4 82.8 4 48.3 4 0
drt: N036 121.45 2 4 0 4 0 4 0 4 83.18 4 38.27 4 0
grt: N037 96.6 2 2 0 2 0 2 0 2 69 2 27.6 2 0
drt: N037 100.19 2 4 0 4 0 4 40.44 4 59.75 4 0 4 0
grt: N038 75.9 2 2 0 2 0 2 0 2 48.3 2 27.6 2 0
drt: N038 65.23 2 6 0 6 0 6 29.14 6 36.09 6 0 6 0
grt: N039 48.3 2 2 0 2 0 2 0 2 27.6 2 20.7 2 0
drt: N039 41.15 2 4 0 4 0 4 2.72 4 24.59 4 13.84 4 0
grt: N040 131.1 5 2 0 2 0 2 0 2 103.5 2 27.6 2 0
drt: N040 114.87 5 7 0 7 0 7 27.72 7 87.15 7 0 7 0
